Yaw value,R,G,B,,,,,,,,,,,,
0,0,255,0,,0,121,0,0,255,,0,-119,255,0,0
1,0,252.875,2.125,,1,122,2.125,0,252.875,,1,-118,252.875,2.125,0
2,0,250.75,4.25,,2,123,4.25,0,250.75,,2,-117,250.75,4.25,0
3,0,248.625,6.375,,3,124,6.375,0,248.625,,3,-116,248.625,6.375,0
4,0,246.5,8.5,,4,125,8.5,0,246.5,,4,-115,246.5,8.5,0
5,0,244.375,10.625,,5,126,10.625,0,244.375,,5,-114,244.375,10.625,0
6,0,242.25,12.75,,6,127,12.75,0,242.25,,6,-113,242.25,12.75,0
7,0,240.125,14.875,,7,128,14.875,0,240.125,,7,-112,240.125,14.875,0
8,0,238,17,,8,129,17,0,238,,8,-111,238,17,0
9,0,235.875,19.125,,9,130,19.125,0,235.875,,9,-110,235.875,19.125,0
10,0,233.75,21.25,,10,131,21.25,0,233.75,,10,-109,233.75,21.25,0
11,0,231.625,23.375,,11,132,23.375,0,231.625,,11,-108,231.625,23.375,0
12,0,229.5,25.5,,12,133,25.5,0,229.5,,12,-107,229.5,25.5,0
13,0,227.375,27.625,,13,134,27.625,0,227.375,,13,-106,227.375,27.625,0
14,0,225.25,29.75,,14,135,29.75,0,225.25,,14,-105,225.25,29.75,0
15,0,223.125,31.875,,15,136,31.875,0,223.125,,15,-104,223.125,31.875,0
16,0,221,34,,16,137,34,0,221,,16,-103,221,34,0
17,0,218.875,36.125,,17,138,36.125,0,218.875,,17,-102,218.875,36.125,0
18,0,216.75,38.25,,18,139,38.25,0,216.75,,18,-101,216.75,38.25,0
19,0,214.625,40.375,,19,140,40.375,0,214.625,,19,-100,214.625,40.375,0
20,0,212.5,42.5,,20,141,42.5,0,212.5,,20,-99,212.5,42.5,0
21,0,210.375,44.625,,21,142,44.625,0,210.375,,21,-98,210.375,44.625,0
22,0,208.25,46.75,,22,143,46.75,0,208.25,,22,-97,208.25,46.75,0
23,0,206.125,48.875,,23,144,48.875,0,206.125,,23,-96,206.125,48.875,0
24,0,204,51,,24,145,51,0,204,,24,-95,204,51,0
25,0,201.875,53.125,,25,146,53.125,0,201.875,,25,-94,201.875,53.125,0
26,0,199.75,55.25,,26,147,55.25,0,199.75,,26,-93,199.75,55.25,0
27,0,197.625,57.375,,27,148,57.375,0,197.625,,27,-92,197.625,57.375,0
28,0,195.5,59.5,,28,149,59.5,0,195.5,,28,-91,195.5,59.5,0
29,0,193.375,61.625,,29,150,61.625,0,193.375,,29,-90,193.375,61.625,0
30,0,191.25,63.75,,30,151,63.75,0,191.25,,30,-89,191.25,63.75,0
31,0,189.125,65.875,,31,152,65.875,0,189.125,,31,-88,189.125,65.875,0
32,0,187,68,,32,153,68,0,187,,32,-87,187,68,0
33,0,184.875,70.125,,33,154,70.125,0,184.875,,33,-86,184.875,70.125,0
34,0,182.75,72.25,,34,155,72.25,0,182.75,,34,-85,182.75,72.25,0
35,0,180.625,74.375,,35,156,74.375,0,180.625,,35,-84,180.625,74.375,0
36,0,178.5,76.5,,36,157,76.5,0,178.5,,36,-83,178.5,76.5,0
37,0,176.375,78.625,,37,158,78.625,0,176.375,,37,-82,176.375,78.625,0
38,0,174.25,80.75,,38,159,80.75,0,174.25,,38,-81,174.25,80.75,0
39,0,172.125,82.875,,39,160,82.875,0,172.125,,39,-80,172.125,82.875,0
40,0,170,85,,40,161,85,0,170,,40,-79,170,85,0
41,0,167.875,87.125,,41,162,87.125,0,167.875,,41,-78,167.875,87.125,0
